timestamp,passenger_count,rolling_mean_48,rolling_std_48,diff_1,hour,dayofweek,is_weekend
2014-09-03 14:30,19072,14531.3,6776.6,581,14,2,0
2014-09-03 15:00,18693,14538.1,6780.72,-379,15,2,0
2014-09-03 15:30,17268,14523.9,6774.11,-1425,15,2,0
2014-09-03 16:00,15918,14526.7,6774.68,-1350,16,2,0
2014-09-03 16:30,14478,14526.5,6774.68,-1440,16,2,0
2014-09-03 17:00,16540,14536.5,6777.34,2062,17,2,0
2014-09-03 17:30,19765,14553.4,6789.61,3225,17,2,0
2014-09-03 18:00,22526,14577,6815.77,2761,18,2,0
2014-09-03 18:30,23454,14585.6,6826.96,928,18,2,0
2014-09-03 19:00,24380,14616.7,6868.79,926,19,2,0
2014-09-03 19:30,24477,14661.9,6927.39,97,19,2,0
2014-09-03 20:00,24234,14714.6,6991.44,-243,20,2,0
2014-09-03 20:30,23319,14772.4,7051.9,-915,20,2,0
2014-09-03 21:00,23387,14845.2,7123.51,68,21,2,0
2014-09-03 21:30,22963,14909.9,7183.85,-424,21,2,0
2014-09-03 22:00,22006,14996.6,7244.9,-957,22,2,0
2014-09-03 22:30,20301,15082.2,7283.5,-1705,22,2,0
2014-09-03 23:00,18259,15168.6,7296.34,-2042,23,2,0
2014-09-03 23:30,15608,15225.7,7288.66,-2651,23,2,0
2014-09-04 00:00,12990,15278.3,7262.63,-2618,0,3,0
2014-09-04 00:30,10273,15321.2,7226.03,-2717,0,3,0
2014-09-04 01:00,8434,15361.9,7180.55,-1839,1,3,0
2014-09-04 01:30,6378,15405.9,7117.27,-2056,1,3,0
2014-09-04 02:00,5549,15450,7047.78,-829,2,3,0
2014-09-04 02:30,4131,15479.2,6996.54,-1418,2,3,0
2014-09-04 03:00,3241,15497.6,6962.39,-890,3,3,0
2014-09-04 03:30,2410,15505.8,6946.49,-831,3,3,0
2014-09-04 04:00,2804,15519.7,6919.8,394,4,3,0
2014-09-04 04:30,2320,15528.4,6902.58,-484,4,3,0
2014-09-04 05:00,2431,15532.1,6895.3,111,5,3,0
2014-09-04 05:30,4222,15532.4,6894.74,1791,5,3,0
2014-09-04 06:00,6633,15534.2,6892.31,2411,6,3,0
2014-09-04 06:30,12006,15539,6889.77,5373,6,3,0
2014-09-04 07:00,15589,15557.3,6888.68,3583,7,3,0
2014-09-04 07:30,20359,15593.5,6909.63,4770,7,3,0
2014-09-04 08:00,20593,15623,6928.24,234,8,3,0
2014-09-04 08:30,19590,15608.9,6919.3,-1003,8,3,0
2014-09-04 09:00,19637,15616.4,6923.55,47,9,3,0
2014-09-04 09:30,19026,15616.1,6923.39,-611,9,3,0
2014-09-04 10:00,18629,15626.9,6927.78,-397,10,3,0
2014-09-04 10:30,18568,15633,6930.29,-61,10,3,0
2014-09-04 11:00,18041,15648.5,6934.91,-527,11,3,0
2014-09-04 11:30,18695,15649.8,6935.5,654,11,3,0
2014-09-04 12:00,19692,15672.9,6947.33,997,12,3,0
2014-09-04 12:30,19173,15696.6,6957.48,-519,12,3,0
2014-09-04 13:00,17824,15695,6956.98,-1349,13,3,0
2014-09-04 13:30,19684,15709.6,6964.75,1860,13,3,0
2014-09-04 14:00,20139,15743.9,6982.79,455,14,3,0
2014-09-04 14:30,20320,15769.9,6997.76,181,14,3,0
2014-09-04 15:00,19468,15786.1,7005.54,-852,15,3,0
2014-09-04 15:30,17391,15788.6,7006.11,-2077,15,3,0
2014-09-04 16:00,15218,15774.1,7006.56,-2173,16,3,0
2014-09-04 16:30,13649,15756.8,7010.85,-1569,16,3,0
2014-09-04 17:00,16052,15746.6,7010.04,2403,17,3,0
2014-09-04 17:30,18987,15730.4,7001.45,2935,17,3,0
2014-09-04 18:00,21967,15718.8,6990.36,2980,18,3,0
2014-09-04 18:30,24107,15732.4,7006.35,2140,18,3,0
2014-09-04 19:00,25260,15750.7,7030.57,1153,19,3,0
2014-09-04 19:30,25638,15774.9,7063.15,378,19,3,0
2014-09-04 20:00,26045,15812.6,7113.95,407,20,3,0
2014-09-04 20:30,25045,15848.6,7156.93,-1000,20,3,0
2014-09-04 21:00,24846,15879,7192.64,-199,21,3,0
2014-09-04 21:30,24703,15915.2,7233.37,-143,21,3,0
2014-09-04 22:00,24863,15974.8,7296.04,160,22,3,0
2014-09-04 22:30,23610,16043.7,7353.2,-1253,22,3,0
2014-09-04 23:00,21637,16114.1,7390.92,-1973,23,3,0
2014-09-04 23:30,21643,16239.8,7433.34,6,23,3,0
2014-09-05 00:00,18962,16364.2,7427.76,-2681,0,4,0
2014-09-05 00:30,15475,16472.6,7374.76,-3487,0,4,0
2014-09-05 01:00,11955,16545.9,7310.33,-3520,1,4,0
2014-09-05 01:30,9339,16607.6,7234.8,-2616,1,4,0
2014-09-05 02:00,7967,16658,7164.24,-1372,2,4,0
2014-09-05 02:30,6372,16704.7,7087.76,-1595,2,4,0
2014-09-05 03:00,5132,16744.1,7016.23,-1240,3,4,0
2014-09-05 03:30,4357,16784.6,6936.78,-775,3,4,0
2014-09-05 04:00,4305,16815.9,6875.52,-52,4,4,0
2014-09-05 04:30,3195,16834.1,6837.33,-1110,4,4,0
2014-09-05 05:00,2878,16843.5,6817.57,-317,5,4,0
2014-09-05 05:30,4762,16854.7,6796.71,1884,5,4,0
2014-09-05 06:00,7294,16868.5,6776.2,2532,6,4,0
2014-09-05 06:30,12886,16886.8,6763.94,5592,6,4,0
2014-09-05 07:00,15820,16891.6,6763.08,2934,7,4,0
2014-09-05 07:30,19874,16881.5,6758.15,4054,7,4,0
2014-09-05 08:00,20367,16876.8,6755.59,493,8,4,0
2014-09-05 08:30,20091,16887.2,6760.25,-276,8,4,0
2014-09-05 09:00,19600,16886.5,6759.94,-491,9,4,0
2014-09-05 09:30,19283,16891.8,6761.77,-317,9,4,0
2014-09-05 10:00,18413,16887.3,6760.66,-870,10,4,0
2014-09-05 10:30,18745,16891,6761.64,332,10,4,0
2014-09-05 11:00,17998,16890.1,6761.49,-747,11,4,0
2014-09-05 11:30,19325,16903.2,6765.68,1327,11,4,0
2014-09-05 12:00,19004,16888.9,6760.37,-321,12,4,0
2014-09-05 12:30,18450,16873.9,6755.98,-554,12,4,0
2014-09-05 13:00,18029,16878.1,6756.66,-421,13,4,0
2014-09-05 13:30,18057,16844.2,6746.35,28,13,4,0
2014-09-05 14:00,19315,16827.1,6738.84,1258,14,4,0
2014-09-05 14:30,20057,16821.6,6736.04,742,14,4,0
2014-09-05 15:00,19211,16816.2,6734,-846,15,4,0
2014-09-05 15:30,16903,16806.1,6733.48,-2308,15,4,0
2014-09-05 16:00,15288,16807.5,6733.13,-1615,16,4,0
2014-09-05 16:30,13729,16809.2,6732.35,-1559,16,4,0
2014-09-05 17:00,17003,16829,6731.47,3274,17,4,0
2014-09-05 17:30,20142,16853.1,6741.4,3139,17,4,0
2014-09-05 18:00,23177,16878.3,6763.16,3035,18,4,0
2014-09-05 18:30,25036,16897.6,6785.58,1859,18,4,0
2014-09-05 19:00,27337,16940.9,6846.39,2301,19,4,0
2014-09-05 19:30,26812,16965.4,6880.14,-525,19,4,0
2014-09-05 20:00,26592,16976.8,6895.93,-220,20,4,0
2014-09-05 20:30,26243,17001.7,6927.85,-349,20,4,0
2014-09-05 21:00,25919,17024.1,6955.37,-324,21,4,0
2014-09-05 21:30,25898,17049,6985.52,-21,21,4,0
2014-09-05 22:00,26603,17085.2,7031.29,705,22,4,0
2014-09-05 22:30,26899,17153.7,7111.8,296,22,4,0
2014-09-05 23:00,26900,17263.4,7222.1,1,23,4,0
2014-09-05 23:30,26763,17370,7325.24,-137,23,4,0
2014-09-06 00:00,25721,17510.9,7420.83,-1042,0,5,1
2014-09-06 00:30,24590,17700.8,7483.98,-1131,0,5,1
2014-09-06 01:00,22118,17912.5,7461.7,-2472,1,5,1
2014-09-06 01:30,20378,18142.5,7361.27,-1740,1,5,1
2014-09-06 02:00,19093,18374.2,7207.61,-1285,2,5,1
2014-09-06 02:30,16717,18589.8,6992.55,-2376,2,5,1
2014-09-06 03:00,14043,18775.4,6741.43,-2674,3,5,1
2014-09-06 03:30,12077,18936.2,6477.03,-1966,3,5,1
2014-09-06 04:00,10212,19059.3,6245.09,-1865,4,5,1
2014-09-06 04:30,6328,19124.6,6090.21,-3884,4,5,1
2014-09-06 05:00,4440,19157.1,6005.13,-1888,5,5,1
2014-09-06 05:30,3603,19133,6066.26,-837,5,5,1
2014-09-06 06:00,3781,19059.8,6231.09,178,6,5,1
2014-09-06 06:30,4846,18892.3,6502.72,1065,6,5,1
2014-09-06 07:00,5444,18676.1,6773.83,598,7,5,1
2014-09-06 07:30,7701,18422.5,6953.52,2257,7,5,1
2014-09-06 08:00,8375,18172.7,7096.14,674,8,5,1
2014-09-06 08:30,11334,17990.2,7158.07,2959,8,5,1
2014-09-06 09:00,12747,17847.5,7193.53,1413,9,5,1
2014-09-06 09:30,15930,17777.6,7195.58,3183,9,5,1
2014-09-06 10:00,16567,17739.2,7197.04,637,10,5,1
2014-09-06 10:30,18716,17738.6,7196.96,2149,10,5,1
2014-09-06 11:00,18722,17753.6,7198.27,6,11,5,1
2014-09-06 11:30,20103,17769.9,7202.76,1381,11,5,1
2014-09-06 12:00,20287,17796.6,7209.81,184,12,5,1
2014-09-06 12:30,21127,17852.4,7225.31,840,12,5,1
2014-09-06 13:00,21259,17919.6,7242.01,132,13,5,1
2014-09-06 13:30,21946,18000.7,7265.3,687,13,5,1
2014-09-06 14:00,21655,18049.4,7282.14,-291,14,5,1
2014-09-06 14:30,21830,18086.4,7297.02,175,14,5,1
2014-09-06 15:00,22886,18162.9,7328.28,1056,15,5,1
2014-09-06 15:30,20736,18242.8,7335.14,-2150,15,5,1
2014-09-06 16:00,18209,18303.6,7322.21,-2527,16,5,1
2014-09-06 16:30,17090,18373.6,7293.55,-1119,16,5,1
2014-09-06 17:00,19270,18420.9,7291.83,2180,17,5,1
2014-09-06 17:30,22270,18465.2,7308.96,3000,17,5,1
2014-09-06 18:00,24264,18487.9,7325.54,1994,18,5,1
2014-09-06 18:30,25210,18491.5,7328.89,946,18,5,1
2014-09-06 19:00,25976,18463.1,7296.5,766,19,5,1
2014-09-06 19:30,25765,18441.3,7272.53,-211,19,5,1
2014-09-06 20:00,24487,18397.5,7228.55,-1278,20,5,1
2014-09-06 20:30,23499,18340.3,7175.85,-988,20,5,1
2014-09-06 21:00,23210,18283.9,7125.45,-289,21,5,1
2014-09-06 21:30,23487,18233.6,7078.98,277,21,5,1
2014-09-06 22:00,24515,18190.1,7032.72,1028,22,5,1
2014-09-06 22:30,30313,18261.2,7139.13,5798,22,5,1
2014-09-06 23:00,30373,18333.6,7245.35,60,23,5,1
2014-09-06 23:30,28464,18369,7291.47,-1909,23,5,1
2014-09-07 00:00,25818,18371.1,7293.56,-2646,0,6,1
2014-09-07 00:30,24635,18372,7294.38,-1183,0,6,1
2014-09-07 01:00,23410,18398.9,7310.87,-1225,1,6,1
2014-09-07 01:30,21481,18421.9,7318.95,-1929,1,6,1
2014-09-07 02:00,19800,18436.6,7321.04,-1681,2,6,1
2014-09-07 02:30,17674,18456.6,7317.56,-2126,2,6,1
2014-09-07 03:00,15215,18481,7304.46,-2459,3,6,1
2014-09-07 03:30,13501,18510.6,7280.75,-1714,3,6,1
2014-09-07 04:00,10896,18524.9,7264.82,-2605,4,6,1
2014-09-07 04:30,6766,18534,7249.43,-4130,4,6,1
2014-09-07 05:00,4261,18530.3,7256.88,-2505,5,6,1
2014-09-07 05:30,3415,18526.4,7265.15,-846,5,6,1
2014-09-07 06:00,3220,18514.7,7289.78,-195,6,6,1
2014-09-07 06:30,4160,18500.4,7317.77,940,6,6,1
2014-09-07 07:00,4345,18477.5,7361.08,185,7,6,1
2014-09-07 07:30,5963,18441.3,7419.26,1618,7,6,1
2014-09-07 08:00,6887,18410.3,7465.18,924,8,6,1
2014-09-07 08:30,8834,18358.2,7524.09,1947,8,6,1
2014-09-07 09:00,10042,18301.9,7576.96,1208,9,6,1
2014-09-07 09:30,13188,18244.7,7605.5,3146,9,6,1
2014-09-07 10:00,14600,18203.8,7620.02,1412,10,6,1
2014-09-07 10:30,18209,18193.2,7619.65,3609,10,6,1
2014-09-07 11:00,18446,18187.4,7619.34,237,11,6,1
2014-09-07 11:30,20350,18192.6,7620.75,1904,11,6,1
2014-09-07 12:00,20838,18204.1,7624.38,488,12,6,1
2014-09-07 12:30,22183,18226.1,7634.52,1345,12,6,1
2014-09-07 13:00,20582,18212,7629.42,-1601,13,6,1
2014-09-07 13:30,20506,18182,7617.24,-76,13,6,1
2014-09-07 14:00,20109,18149.8,7605.5,-397,14,6,1
2014-09-07 14:30,20198,18115.8,7592.34,89,14,6,1
2014-09-07 15:00,18873,18032.1,7560.72,-1325,15,6,1
2014-09-07 15:30,19041,17996.8,7551.78,168,15,6,1
2014-09-07 16:00,19295,18019.5,7554.05,254,16,6,1
2014-09-07 16:30,18868,18056.5,7553.76,-427,16,6,1
2014-09-07 17:00,18851,18047.8,7552.57,-17,17,6,1
2014-09-07 17:30,20518,18011.3,7535.94,1667,17,6,1
2014-09-07 18:00,21710,17958.1,7499.79,1192,18,6,1
2014-09-07 18:30,20895,17868.2,7436.61,-815,18,6,1
2014-09-07 19:00,20761,17759.5,7353.26,-134,19,6,1
2014-09-07 19:30,19916,17637.7,7265.72,-845,19,6,1
2014-09-07 20:00,19740,17538.8,7202.54,-176,20,6,1
2014-09-07 20:30,18975,17444.5,7152.31,-765,20,6,1
2014-09-07 21:00,17866,17333.2,7102.07,-1109,21,6,1
2014-09-07 21:30,17750,17213.7,7044.34,-116,21,6,1
2014-09-07 22:00,16820,17053.4,6961.72,-930,22,6,1
2014-09-07 22:30,15292,16740.4,6685.12,-1528,22,6,1
2014-09-07 23:00,13219,16383,6392.96,-2073,23,6,1
2014-09-07 23:30,12246,16045.2,6165.41,-973,23,6,1
2014-09-08 00:00,9733,15710.1,6059.14,-2513,0,0,0
2014-09-08 00:30,7542,15354,6025.65,-2191,0,0,0
2014-09-08 01:00,5518,14981.2,6069.93,-2024,1,0,0
2014-09-08 01:30,4348,14624.3,6182.29,-1170,1,0,0
2014-09-08 02:00,3828,14291.5,6325.95,-520,2,0,0
2014-09-08 02:30,3083,13987.5,6507.91,-745,2,0,0
2014-09-08 03:00,2583,13724.4,6709.5,-500,3,0,0
2014-09-08 03:30,2328,13491.6,6908.28,-255,3,0,0
2014-09-08 04:00,2523,13317.2,7078.82,195,4,0,0
2014-09-08 04:30,2579,13229.9,7186.25,56,4,0,0
2014-09-08 05:00,2901,13201.6,7224.94,322,5,0,0
2014-09-08 05:30,4963,13233.9,7183.66,2062,5,0,0
2014-09-08 06:00,7013,13312.9,7091.44,2050,6,0,0
2014-09-08 06:30,11830,13472.7,6966.11,4817,6,0,0
2014-09-08 07:00,14665,13687.7,6836.46,2835,7,0,0
2014-09-08 07:30,18099,13940.5,6768.77,3434,7,0,0
2014-09-08 08:00,18601,14184.5,6720.05,502,8,0,0
2014-09-08 08:30,18329,14382.4,6698.91,-272,8,0,0
2014-09-08 09:00,18506,14558.7,6693.63,177,9,0,0
2014-09-08 09:30,17983,14658.6,6708.5,-523,9,0,0
2014-09-08 10:00,16869,14705.9,6716.07,-1114,10,0,0
2014-09-08 10:30,16771,14675.9,6703.31,-98,10,0,0
2014-09-08 11:00,16010,14625.1,6683.35,-761,11,0,0
2014-09-08 11:30,17370,14563.1,6642.75,1360,11,0,0
2014-09-08 12:00,17526,14494.1,6593.2,156,12,0,0
2014-09-08 12:30,17910,14405,6515.57,384,12,0,0
2014-09-08 13:00,16565,14321.4,6460.11,-1345,13,0,0
2014-09-08 13:30,18380,14277.1,6423.99,1815,13,0,0
2014-09-08 14:00,18294,14239.2,6394.2,-86,14,0,0
2014-09-08 14:30,19585,14226.5,6382.65,1291,14,0,0
2014-09-08 15:00,19323,14235.9,6389.95,-262,15,0,0
2014-09-08 15:30,18113,14216.5,6376.49,-1210,15,0,0
2014-09-08 16:00,16472,14157.7,6341.57,-1641,16,0,0
2014-09-08 16:30,16007,14098.1,6309.72,-465,16,0,0
2014-09-08 17:00,18299,14086.6,6301.38,2292,17,0,0
2014-09-08 17:30,20385,14083.8,6298.52,2086,17,0,0
2014-09-08 18:00,22906,14108.8,6331.61,2521,18,0,0
2014-09-08 18:30,24153,14176.6,6422.71,1247,18,0,0
2014-09-08 19:00,24545,14255.5,6527.61,392,19,0,0
2014-09-08 19:30,23635,14332.9,6617.68,-910,19,0,0
2014-09-08 20:00,23773,14417,6712.71,138,20,0,0
2014-09-08 20:30,23212,14505.2,6801.2,-561,20,0,0
2014-09-08 21:00,21918,14589.6,6868.61,-1294,21,0,0
2014-09-08 21:30,21096,14659.4,6918.17,-822,21,0,0
2014-09-08 22:00,21563,14758.2,6983.25,467,22,0,0
2014-09-08 22:30,17989,14814.4,6998.47,-3574,22,0,0
2014-09-08 23:00,15442,14860.7,6995.04,-2547,23,0,0
2014-09-08 23:30,12815,14872.5,6991,-2627,23,0,0
2014-09-09 00:00,10436,14887.2,6980.73,-2379,0,1,0
2014-09-09 00:30,8092,14898.6,6968.86,-2344,0,1,0
2014-09-09 01:00,6061,14909.9,6953.73,-2031,1,1,0
2014-09-09 01:30,5058,14924.7,6931.51,-1003,1,1,0
2014-09-09 02:00,4073,14929.8,6923.25,-985,2,1,0
2014-09-09 02:30,3310,14934.6,6915.06,-763,2,1,0
2014-09-09 03:00,2623,14935.4,6913.54,-687,3,1,0
2014-09-09 03:30,2364,14936.1,6912.14,-259,3,1,0
2014-09-09 04:00,2333,14932.2,6919.45,-31,4,1,0
2014-09-09 04:30,2287,14926.1,6930.67,-46,4,1,0
2014-09-09 05:00,2444,14916.6,6947.83,157,5,1,0
2014-09-09 05:30,4427,14905.4,6964.58,1983,5,1,0
2014-09-09 06:00,6661,14898.1,6973.24,2234,6,1,0
2014-09-09 06:30,12136,14904.5,6970.52,5475,6,1,0
2014-09-09 07:00,15910,14930.4,6971.93,3774,7,1,0
2014-09-09 07:30,20003,14970.1,6995.71,4093,7,1,0
2014-09-09 08:00,19956,14998.3,7013.39,-47,8,1,0
2014-09-09 08:30,19897,15031,7032.86,-59,8,1,0
2014-09-09 09:00,18719,15035.4,7035.16,-1178,9,1,0
2014-09-09 09:30,18485,15045.9,7040.01,-234,9,1,0
2014-09-09 10:00,17235,15053.5,7042.22,-1250,10,1,0
2014-09-09 10:30,17705,15072.9,7048.36,470,10,1,0
2014-09-09 11:00,17089,15095.4,7053.13,-616,11,1,0
2014-09-09 11:30,18334,15115.5,7061.11,1245,11,1,0
2014-09-09 12:00,18564,15137.1,7070.23,230,12,1,0
2014-09-09 12:30,18599,15151.5,7076.68,35,12,1,0
2014-09-09 13:00,17715,15175.4,7083.51,-884,13,1,0
2014-09-09 13:30,18692,15181.9,7086.66,977,13,1,0
2014-09-09 14:00,19276,15202.4,7097.24,584,14,1,0
2014-09-09 14:30,20557,15222.6,7111.38,1281,14,1,0
2014-09-09 15:00,19505,15226.4,7113.66,-1052,15,1,0
2014-09-09 15:30,16820,15199.5,7104.94,-2685,15,1,0
2014-09-09 16:00,14005,15148.1,7104.47,-2815,16,1,0
2014-09-09 16:30,13683,15099.7,7106.41,-322,16,1,0
2014-09-09 17:00,16918,15070.9,7095.97,3235,17,1,0
2014-09-09 17:30,20051,15064,7090.81,3133,17,1,0
2014-09-09 18:00,22624,15058.1,7084.28,2573,18,1,0
2014-09-09 18:30,23987,15054.6,7079.79,1363,18,1,0
2014-09-09 19:00,24069,15044.7,7066.53,82,19,1,0
2014-09-09 19:30,24933,15071.8,7102.5,864,19,1,0
2014-09-09 20:00,24928,15095.8,7134.49,-5,20,1,0
2014-09-09 20:30,24390,15120.4,7164.96,-538,20,1,0
2014-09-09 21:00,24199,15167.9,7218.37,-191,21,1,0
2014-09-09 21:30,24277,15234.1,7288.22,78,21,1,0
2014-09-09 22:00,23154,15267.3,7321.16,-1123,22,1,0
2014-09-09 22:30,21090,15331.9,7359.27,-2064,22,1,0
2014-09-09 23:00,18854,15403,7376.81,-2236,23,1,0
2014-09-09 23:30,16194,15473.4,7367.71,-2660,23,1,0
2014-09-10 00:00,13226,15531.5,7338.07,-2968,0,2,0
2014-09-10 00:30,9866,15568.5,7304.19,-3360,0,2,0
2014-09-10 01:00,8085,15610.6,7253.8,-1781,1,2,0
2014-09-10 01:30,6177,15633.9,7220.89,-1908,1,2,0
2014-09-10 02:00,5324,15660,7180.42,-853,2,2,0
2014-09-10 02:30,4177,15678.1,7149.72,-1147,2,2,0
2014-09-10 03:00,3464,15695.6,7118.01,-713,3,2,0
2014-09-10 03:30,2855,15705.8,7098.77,-609,3,2,0
2014-09-10 04:00,2850,15716.6,7078.41,-5,4,2,0
2014-09-10 04:30,2361,15718.1,7075.43,-489,4,2,0
2014-09-10 05:00,2675,15722.9,7066.28,314,5,2,0
2014-09-10 05:30,4589,15726.3,7060.81,1914,5,2,0
2014-09-10 06:00,6868,15730.6,7055.21,2279,6,2,0
2014-09-10 06:30,12256,15733.1,7053.93,5388,6,2,0
2014-09-10 07:00,16024,15735.5,7054.01,3768,7,2,0
2014-09-10 07:30,20193,15739.5,7056.51,4169,7,2,0
2014-09-10 08:00,20747,15755.9,7067.48,554,8,2,0
2014-09-10 08:30,20007,15758.2,7068.87,-740,8,2,0
2014-09-10 09:00,18782,15759.5,7069.44,-1225,9,2,0
2014-09-10 09:30,18657,15763.1,7070.89,-125,9,2,0
2014-09-10 10:00,17331,15765.1,7071.33,-1326,10,2,0
2014-09-10 10:30,17989,15771,7073.11,658,10,2,0
2014-09-10 11:00,17529,15780.2,7075.14,-460,11,2,0
2014-09-10 11:30,18953,15793.1,7080.45,1424,11,2,0
2014-09-10 12:00,18567,15793.2,7080.48,-386,12,2,0
2014-09-10 12:30,17872,15778,7075.12,-695,12,2,0
2014-09-10 13:00,17411,15771.7,7073.49,-461,13,2,0
2014-09-10 13:30,18792,15773.8,7074.38,1381,13,2,0
2014-09-10 14:00,18899,15765.9,7070.62,107,14,2,0
2014-09-10 14:30,19548,15744.9,7057.56,649,14,2,0
2014-09-10 15:00,19093,15736.3,7053.14,-455,15,2,0
2014-09-10 15:30,16956,15739.1,7053.61,-2137,15,2,0
2014-09-10 16:00,14987,15759.6,7049.9,-1969,16,2,0
2014-09-10 16:30,13895,15764,7048.64,-1092,16,2,0
2014-09-10 17:00,17078,15767.4,7049.23,3183,17,2,0
2014-09-10 17:30,20224,15771,7051.51,3146,17,2,0
2014-09-10 18:00,22805,15774.7,7055.3,2581,18,2,0
2014-09-10 18:30,24418,15783.7,7066.24,1613,18,2,0
2014-09-10 19:00,25720,15818.1,7111.3,1302,19,2,0
2014-09-10 19:30,25891,15838.1,7138.72,171,19,2,0
2014-09-10 20:00,26138,15863.3,7173.55,247,20,2,0
2014-09-10 20:30,25149,15879.1,7193.56,-989,20,2,0
2014-09-10 21:00,24908,15893.9,7211.71,-241,21,2,0
2014-09-10 21:30,24260,15893.5,7211.29,-648,21,2,0
2014-09-10 22:00,24620,15924,7245.72,360,22,2,0
2014-09-10 22:30,22813,15959.9,7276.06,-1807,22,2,0
2014-09-10 23:00,20948,16003.6,7300.02,-1865,23,2,0
2014-09-10 23:30,18271,16046.8,7307.32,-2677,23,2,0
2014-09-11 00:00,14939,16082.5,7297.43,-3332,0,3,0
2014-09-11 00:30,11332,16113.1,7273.89,-3607,0,3,0
2014-09-11 01:00,8890,16129.8,7255.89,-2442,1,3,0
2014-09-11 01:30,6980,16146.6,7233.34,-1910,1,3,0
2014-09-11 02:00,5659,16153.5,7222.83,-1321,2,3,0
2014-09-11 02:30,4679,16164,7205.47,-980,2,3,0
2014-09-11 03:00,3550,16165.8,7202.25,-1129,3,3,0
2014-09-11 03:30,2761,16163.8,7205.96,-789,3,3,0
2014-09-11 04:00,3009,16167.1,7199.74,248,4,3,0
2014-09-11 04:30,2596,16172,7190.23,-413,4,3,0
2014-09-11 05:00,2755,16173.7,7187.04,159,5,3,0
2014-09-11 05:30,4554,16173,7188.24,1799,5,3,0
2014-09-11 06:00,6964,16175,7185.61,2410,6,3,0
2014-09-11 06:30,12814,16186.6,7179.59,5850,6,3,0
2014-09-11 07:00,16360,16193.6,7179.59,3546,7,3,0
2014-09-11 07:30,20658,16203.3,7185.41,4298,7,3,0
2014-09-11 08:00,21352,16215.9,7194.08,694,8,3,0
2014-09-11 08:30,20521,16226.6,7200.22,-831,8,3,0
2014-09-11 09:00,19759,16247,7208.97,-762,9,3,0
2014-09-11 09:30,19670,16268.1,7217.65,-89,9,3,0
2014-09-11 10:00,18301,16288.3,7222.05,-1369,10,3,0
2014-09-11 10:30,17768,16283.7,7221.01,-533,10,3,0
2014-09-11 11:00,16583,16264,7218.83,-1185,11,3,0
2014-09-11 11:30,18179,16247.8,7213.56,1596,11,3,0
2014-09-11 12:00,18896,16254.7,7215.97,717,12,3,0
2014-09-11 12:30,18611,16270.1,7220.28,-285,12,3,0
2014-09-11 13:00,17662,16275.3,7221.21,-949,13,3,0
2014-09-11 13:30,19057,16280.8,7223.28,1395,13,3,0
2014-09-11 14:00,18951,16281.9,7223.68,-106,14,3,0
2014-09-11 14:30,19997,16291.3,7228.29,1046,14,3,0
2014-09-11 15:00,19260,16294.8,7229.71,-737,15,3,0
2014-09-11 15:30,17088,16297.5,7229.99,-2172,15,3,0
2014-09-11 16:00,15367,16305.4,7228.73,-1721,16,3,0
2014-09-11 16:30,13915,16305.8,7228.59,-1452,16,3,0
2014-09-11 17:00,17107,16306.4,7228.66,3192,17,3,0
2014-09-11 17:30,20299,16308,7229.53,3192,17,3,0
2014-09-11 18:00,23029,16312.7,7233.89,2730,18,3,0
2014-09-11 18:30,24408,16312.5,7233.65,1379,18,3,0
2014-09-11 19:00,25778,16313.7,7235.26,1370,19,3,0
2014-09-11 19:30,26274,16321.6,7246.25,496,19,3,0
2014-09-11 20:00,26475,16328.7,7256.12,201,20,3,0
2014-09-11 20:30,25326,16332.4,7260.74,-1149,20,3,0
2014-09-11 21:00,24557,16325,7252.09,-769,21,3,0
2014-09-11 21:30,24984,16340.1,7269.68,427,21,3,0
2014-09-11 22:00,25001,16348.1,7279.11,17,22,3,0
2014-09-11 22:30,24112,16375.1,7306.02,-889,22,3,0
2014-09-11 23:00,23100,16420,7341.2,-1012,23,3,0
2014-09-11 23:30,20158,16459.3,7356.36,-2942,23,3,0
2014-09-12 00:00,17954,16522.1,7355.98,-2204,0,4,0
2014-09-12 00:30,14466,16587.4,7322.76,-3488,0,4,0
2014-09-12 01:00,11632,16644.5,7271.96,-2834,1,4,0
2014-09-12 01:30,9400,16694.9,7211.66,-2232,1,4,0
2014-09-12 02:00,7816,16739.9,7147.87,-1584,2,4,0
2014-09-12 02:30,6678,16781.5,7081.62,-1138,2,4,0
2014-09-12 03:00,5499,16822.1,7009.36,-1179,3,4,0
2014-09-12 03:30,4088,16849.8,6955.13,-1411,3,4,0
2014-09-12 04:00,4312,16876.9,6902.3,224,4,4,0
2014-09-12 04:30,3433,16894.3,6866.42,-879,4,4,0
2014-09-12 05:00,3156,16902.7,6849.07,-277,5,4,0
2014-09-12 05:30,4545,16902.5,6849.42,1389,5,4,0
2014-09-12 06:00,6802,16899.1,6854.46,2257,6,4,0
2014-09-12 06:30,11555,16872.9,6872.81,4753,6,4,0
2014-09-12 07:00,15447,16853.9,6875.52,3892,7,4,0
2014-09-12 07:30,20385,16848.2,6872.42,4938,7,4,0
2014-09-12 08:00,20562,16831.7,6862.34,177,8,4,0
2014-09-12 08:30,20191,16824.9,6858.73,-371,8,4,0
2014-09-12 09:00,19405,16817.5,6855.7,-786,9,4,0
2014-09-12 09:30,18903,16801.5,6849.8,-502,9,4,0
2014-09-12 10:00,17251,16779.6,6846.59,-1652,10,4,0
